"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","cluster","gene","maxcell"
"SLC38A1",0.825,0.755069520343919,0.65,0.755069520343921,0.999,0.932,"0","SLC38A1","0"
"EEF1A1",0.82,1.20675608008473,0.64,1.20675608008473,1,0.996,"0","EEF1A1","0"
"LEPROTL1",0.791,0.726639106507798,0.582,0.726639106507796,0.987,0.61,"0","LEPROTL1","0"
"FDX1",0.783,0.629730511531366,0.566,0.629730511531366,0.98,0.441,"0","FDX1","0"
"PBXIP1",0.781,0.716473137273209,0.562,0.716473137273209,0.998,0.799,"0","PBXIP1","0"
"TPT1",0.765,1.00112990043102,0.53,1.00112990043102,1,0.993,"0","TPT1","0"
"PGAM1",0.751,0.83510970008961,0.502,0.835109700089611,0.973,0.562,"0","PGAM1","0"
"JAK1",0.75,0.791046518341914,0.5,0.791046518341914,0.999,0.825,"0","JAK1","0"
"RARRES3",0.744,1.16805493157778,0.488,1.16805493157779,0.998,0.755,"0","RARRES3","0"
"FAU",0.721,1.07188431826518,0.442,1.07188431826518,0.999,0.976,"0","FAU","0"
"FAM107B",0.721,0.994522486457752,0.442,0.994522486457753,1,0.975,"0","FAM107B","0"
"SNRPF",0.718,0.547163450319302,0.436,0.547163450319302,0.989,0.704,"0","SNRPF","0"
"LARP1",0.714,0.554832617574612,0.428,0.554832617574613,0.895,0.382,"0","LARP1","0"
"NACA",0.711,1.50151842109151,0.422,1.50151842109151,0.999,0.973,"0","NACA","0"
"B4GALT1",0.711,0.537422712218588,0.422,0.537422712218587,0.998,0.874,"0","B4GALT1","0"
"GAPDH",0.774,0.914971883704947,0.548,0.914971883704947,0.907,0.862,"0","GAPDH","0"
"MYL12A",0.732,1.10731333201003,0.464,1.10731333201003,0.758,0.684,"0","MYL12A","0"
"SH3BGRL3",0.722,1.12371654296129,0.444,1.12371654296129,0.735,0.618,"0","SH3BGRL3","0"
"ATP5F1E",0.716,1.00525434869302,0.432,1.00525434869302,0.763,0.723,"0","ATP5F1E","0"
"ARPC2",0.706,1.15124212184967,0.412,1.15124212184967,0.687,0.587,"0","ARPC2","0"
"AC007114.2",0.953,0.333539723152366,0.906,0.333539723152366,0.986,0.763,"1","AC007114.2","1"
"GJA1",0.948,0.746811800876942,0.896,0.746811800876943,0.991,0.522,"1","GJA1","1"
"SOD3",0.947,0.520199042374519,0.894,0.520199042374519,0.987,0.641,"1","SOD3","1"
"SMARCA1",0.947,0.467042802977288,0.894,0.467042802977288,0.991,0.659,"1","SMARCA1","1"
"TLN2",0.94,0.551189244251589,0.88,0.551189244251589,0.98,0.911,"1","TLN2","1"
"PRSS16",0.938,0.40102920021923,0.876,0.40102920021923,0.987,0.547,"1","PRSS16","1"
"TRAM2",0.927,0.342930865529266,0.854,0.342930865529266,0.982,0.548,"1","TRAM2","1"
"ACVR1B",0.926,0.673966633563248,0.852,0.673966633563248,0.993,0.55,"1","ACVR1B","1"
"USP54",0.926,0.430028386586138,0.852,0.430028386586138,0.962,0.397,"1","USP54","1"
"VPS8",0.924,0.743868701976843,0.848,0.743868701976843,0.982,0.469,"1","VPS8","1"
"HLTF",0.918,0.467282373540982,0.836,0.467282373540982,0.984,0.551,"1","HLTF","1"
"AP4M1",0.918,0.408104219077763,0.836,0.408104219077763,0.978,0.389,"1","AP4M1","1"
"MAPKAPK5-AS1",0.917,0.479971648336824,0.834,0.479971648336823,0.991,0.78,"1","MAPKAPK5-AS1","1"
"RAB20",0.914,0.478762203471328,0.828,0.478762203471328,0.987,0.525,"1","RAB20","1"
"DOHH",0.909,0.253671178274505,0.818,0.253671178274506,0.989,0.579,"1","DOHH","1"
"NUDT3",0.908,0.453825793368069,0.816,0.453825793368069,0.976,0.492,"1","NUDT3","1"
"MYL6B",0.907,0.374053508788988,0.814,0.374053508788988,0.986,0.487,"1","MYL6B","1"
"TMEM246",0.907,0.261799178138444,0.814,0.261799178138444,0.949,0.275,"1","TMEM246","1"
"NUDT9",0.903,0.285961471114178,0.806,0.285961471114178,0.98,0.323,"1","NUDT9","1"
"EMP1",0.902,1.04914033390987,0.804,1.04914033390987,0.989,0.95,"1","EMP1","1"
"TOR4A",0.9,0.463412690051768,0.8,0.463412690051769,0.971,0.627,"1","TOR4A","1"
"XPO6",0.9,0.389499479574899,0.8,0.389499479574898,0.982,0.529,"1","XPO6","1"
"ALAD",0.9,0.268106391528768,0.8,0.268106391528767,0.984,0.283,"1","ALAD","1"
"ZBTB33",0.899,0.259851151357418,0.798,0.259851151357418,0.987,0.812,"1","ZBTB33","1"
"BTBD2",0.898,0.398447540877488,0.796,0.398447540877488,0.982,0.352,"1","BTBD2","1"
"AL118516.1",0.897,0.400159520072974,0.794,0.400159520072974,0.989,0.65,"1","AL118516.1","1"
"PIGX",0.897,0.251622378815941,0.794,0.251622378815941,0.991,0.804,"1","PIGX","1"
"ZNF622",0.896,0.513197225577578,0.792,0.513197225577577,0.984,0.69,"1","ZNF622","1"
"B4GALNT3",0.895,0.578398693168988,0.79,0.578398693168988,0.938,0.432,"1","B4GALNT3","1"
"MOSPD3",0.892,0.286991274143315,0.784,0.286991274143315,0.975,0.375,"1","MOSPD3","1"
"LSM6",0.89,0.327890714400077,0.78,0.327890714400078,0.986,0.662,"1","LSM6","1"
"TNS3",0.889,0.277726277910991,0.778,0.277726277910991,0.955,0.366,"1","TNS3","1"
"CEP83",0.888,0.274565964132162,0.776,0.274565964132162,0.982,0.787,"1","CEP83","1"
"TEX261",0.888,0.263987723072024,0.776,0.263987723072024,0.958,0.391,"1","TEX261","1"
"WWTR1",0.887,0.562298531353137,0.774,0.562298531353137,0.993,0.614,"1","WWTR1","1"
"NOL11",0.886,0.561160404473384,0.772,0.561160404473384,0.978,0.484,"1","NOL11","1"
"HOXB3",0.885,0.779596208590049,0.77,0.77959620859005,0.971,0.583,"1","HOXB3","1"
"HMGCR",0.885,0.617596436988411,0.77,0.617596436988412,0.984,0.646,"1","HMGCR","1"
"SLC39A11",0.884,0.632067798082499,0.768,0.632067798082497,0.98,0.51,"1","SLC39A11","1"
"TAOK2",0.882,0.294532349389113,0.764,0.294532349389113,0.993,0.537,"1","TAOK2","1"
"OSBPL11",0.881,0.294118915431177,0.762,0.294118915431177,0.984,0.476,"1","OSBPL11","1"
"HCG18",0.88,0.399535279519064,0.76,0.399535279519064,0.991,0.654,"1","HCG18","1"
"NGDN",0.88,0.32932281907763,0.76,0.329322819077631,0.989,0.639,"1","NGDN","1"
"AC060780.1",0.88,0.310509176024152,0.76,0.310509176024151,0.967,0.416,"1","AC060780.1","1"
"SGMS2",0.88,0.288083531593151,0.76,0.288083531593151,0.987,0.545,"1","SGMS2","1"
"C3",0.878,0.39187156116343,0.756,0.391871561163431,0.987,0.456,"1","C3","1"
"SNX7",0.875,0.419960571746397,0.75,0.419960571746398,0.871,0.381,"1","SNX7","1"
"MMGT1",0.875,0.38179087881256,0.75,0.38179087881256,0.982,0.602,"1","MMGT1","1"
"DCUN1D1",0.874,0.502742386822083,0.748,0.502742386822083,0.993,0.826,"1","DCUN1D1","1"
"TBC1D15",0.873,0.565368973830014,0.746,0.565368973830014,0.987,0.862,"1","TBC1D15","1"
"NEDD4L",0.873,0.462467693538569,0.746,0.462467693538569,0.982,0.418,"1","NEDD4L","1"
"TMEM170A",0.873,0.428254359477561,0.746,0.428254359477561,0.989,0.911,"1","TMEM170A","1"
"GTF3C5",0.873,0.403251284725087,0.746,0.403251284725088,0.986,0.432,"1","GTF3C5","1"
"AP5Z1",0.872,0.398098329965255,0.744,0.398098329965253,0.989,0.508,"1","AP5Z1","1"
"AATF",0.872,0.355109344252851,0.744,0.355109344252852,0.991,0.602,"1","AATF","1"
"HCFC1",0.871,0.483880296416861,0.742,0.483880296416861,0.982,0.654,"1","HCFC1","1"
"ERN1",0.869,0.369010341111389,0.738,0.369010341111389,0.986,0.504,"1","ERN1","1"
"YES1",0.868,0.423399318391102,0.736,0.423399318391102,0.987,0.646,"1","YES1","1"
"GCN1",0.868,0.25816879164218,0.736,0.25816879164218,0.978,0.535,"1","GCN1","1"
"DHCR24",0.867,0.34682534010766,0.734,0.34682534010766,0.96,0.25,"1","DHCR24","1"
"UBE2D1",0.867,0.305055900163794,0.734,0.305055900163795,0.991,0.538,"1","UBE2D1","1"
"TOR1B",0.866,0.25692731289723,0.732,0.25692731289723,0.98,0.758,"1","TOR1B","1"
"CHCHD7",0.865,0.50964045549693,0.73,0.50964045549693,0.989,0.74,"1","CHCHD7","1"
"MON1B",0.864,0.366992922935908,0.728,0.366992922935908,0.987,0.692,"1","MON1B","1"
"ARAF",0.864,0.321162076396073,0.728,0.321162076396072,0.984,0.645,"1","ARAF","1"
"WSB2",0.863,0.342259054470877,0.726,0.342259054470876,0.982,0.708,"1","WSB2","1"
"STX5",0.863,0.303505578465471,0.726,0.30350557846547,0.987,0.539,"1","STX5","1"
"NPM3",0.863,0.260245018453905,0.726,0.260245018453905,0.984,0.343,"1","NPM3","1"
"MFSD1",0.862,0.547188135746826,0.724,0.547188135746826,0.964,0.503,"1","MFSD1","1"
"GSE1",0.862,0.329684954594359,0.724,0.329684954594358,0.993,0.831,"1","GSE1","1"
"ACO1",0.862,0.254417001824546,0.724,0.254417001824545,0.986,0.559,"1","ACO1","1"
"CNKSR3",0.861,0.564409610084642,0.722,0.564409610084642,0.967,0.649,"1","CNKSR3","1"
"CCDC9",0.861,0.40718579006696,0.722,0.407185790066959,0.895,0.5,"1","CCDC9","1"
"SMAD5",0.86,0.479113640783769,0.72,0.47911364078377,0.984,0.453,"1","SMAD5","1"
"RAB3GAP2",0.86,0.366759033156522,0.72,0.366759033156522,0.987,0.619,"1","RAB3GAP2","1"
"SPTSSA",0.859,0.357946010625822,0.718,0.357946010625821,0.971,0.329,"1","SPTSSA","1"
"PLCB1",0.859,0.329262364262335,0.718,0.329262364262335,0.987,0.817,"1","PLCB1","1"
"CRLS1",0.858,0.302451572153934,0.716,0.302451572153935,0.978,0.537,"1","CRLS1","1"
"HBP1",0.857,0.486710475894751,0.714,0.48671047589475,0.989,0.721,"1","HBP1","1"
"PITHD1",0.857,0.402509789388025,0.714,0.402509789388025,0.987,0.714,"1","PITHD1","1"
"CTSL",0.856,0.324889234764238,0.712,0.324889234764238,0.978,0.737,"1","CTSL","1"
"PRPF31",0.855,0.418386141025939,0.71,0.418386141025939,0.987,0.476,"1","PRPF31","1"
"RPP38",0.855,0.270252197628739,0.71,0.270252197628738,0.989,0.725,"1","RPP38","1"
"MAPK6",0.854,0.339586557507732,0.708,0.339586557507731,0.991,0.885,"1","MAPK6","1"
"SLC16A5",0.852,0.52276762624968,0.704,0.52276762624968,0.964,0.429,"1","SLC16A5","1"
"ICE1",0.852,0.448749581483545,0.704,0.448749581483545,0.986,0.591,"1","ICE1","1"
"KDM7A",0.852,0.295416952841342,0.704,0.295416952841342,0.989,0.897,"1","KDM7A","1"
"CASP7",0.852,0.256902398590776,0.704,0.256902398590776,0.986,0.743,"1","CASP7","1"
"COL27A1",0.851,0.649879494589162,0.702,0.649879494589162,0.986,0.474,"1","COL27A1","1"
"C5orf24",0.851,0.365948438535513,0.702,0.365948438535512,0.982,0.615,"1","C5orf24","1"
"DEDD2",0.851,0.310817582005878,0.702,0.310817582005879,0.986,0.741,"1","DEDD2","1"
"DCAF7",0.85,0.516434981317004,0.7,0.516434981317006,0.991,0.647,"1","DCAF7","1"
"PCNX4",0.849,0.499436014801338,0.698,0.499436014801337,0.989,0.631,"1","PCNX4","1"
"COPS2",0.849,0.457278616151183,0.698,0.457278616151183,0.993,0.968,"1","COPS2","1"
"CGGBP1",0.849,0.42991104604147,0.698,0.429911046041469,0.993,0.847,"1","CGGBP1","1"
"TOPORS",0.849,0.291171247581198,0.698,0.291171247581198,0.989,0.775,"1","TOPORS","1"
"SMG7",0.848,0.375749994728008,0.696,0.375749994728008,0.989,0.376,"1","SMG7","1"
"AP2A1",0.848,0.307573028636199,0.696,0.307573028636198,0.98,0.334,"1","AP2A1","1"
"FBXO11",0.848,0.290767804167448,0.696,0.290767804167448,0.984,0.658,"1","FBXO11","1"
"UNG",0.846,0.340454757747447,0.692,0.340454757747447,0.98,0.646,"1","UNG","1"
"PIM1",0.844,0.407800893461809,0.688,0.407800893461808,0.995,0.89,"1","PIM1","1"
"HNRNPAB",0.843,0.81645179061051,0.686,0.81645179061051,0.987,0.71,"1","HNRNPAB","1"
"DMTF1",0.843,0.32562552580561,0.686,0.32562552580561,0.984,0.825,"1","DMTF1","1"
"ACBD6",0.843,0.315538959476301,0.686,0.315538959476302,0.962,0.509,"1","ACBD6","1"
"MMAB",0.843,0.283984199685484,0.686,0.283984199685485,0.984,0.653,"1","MMAB","1"
"ATP6AP1",0.842,0.958239139775229,0.684,0.958239139775228,0.986,0.453,"1","ATP6AP1","1"
"MTIF2",0.842,0.361836290681467,0.684,0.361836290681467,0.96,0.451,"1","MTIF2","1"
"RING1",0.841,0.346111834027053,0.682,0.346111834027052,0.993,0.523,"1","RING1","1"
"GNA13",0.841,0.294648139847021,0.682,0.294648139847022,0.987,0.796,"1","GNA13","1"
"MYDGF",0.84,0.945522167001445,0.68,0.945522167001445,0.986,0.734,"1","MYDGF","1"
"GCNT1",0.84,0.58960555278955,0.68,0.58960555278955,0.978,0.7,"1","GCNT1","1"
"KCNN4",0.84,0.280699214703201,0.68,0.280699214703203,0.982,0.69,"1","KCNN4","1"
"VCL",0.839,0.720311750217059,0.678,0.720311750217059,0.989,0.902,"1","VCL","1"
"CFD",0.838,1.07442666361894,0.676,1.07442666361894,0.951,0.839,"1","CFD","1"
"ATL3",0.838,0.383546830903568,0.676,0.383546830903569,0.951,0.41,"1","ATL3","1"
"FAM213A",0.838,0.370646792619059,0.676,0.370646792619059,0.966,0.451,"1","FAM213A","1"
"PUM2",0.837,0.358951014614967,0.674,0.358951014614967,0.973,0.437,"1","PUM2","1"
"WBP11",0.836,0.565157280401388,0.672,0.565157280401388,0.993,0.846,"1","WBP11","1"
"LUC7L2",0.836,0.498888918457511,0.672,0.498888918457511,0.986,0.537,"1","LUC7L2","1"
"DICER1",0.836,0.449923171657597,0.672,0.449923171657596,0.986,0.718,"1","DICER1","1"
"ICE2",0.836,0.401956517389219,0.672,0.401956517389219,0.989,0.754,"1","ICE2","1"
"NIT2",0.836,0.268857179919541,0.672,0.268857179919541,0.982,0.606,"1","NIT2","1"
"SLC39A3",0.835,0.328841620893179,0.67,0.328841620893179,0.973,0.394,"1","SLC39A3","1"
"UBXN6",0.834,0.385970187212667,0.668,0.385970187212666,0.967,0.413,"1","UBXN6","1"
"ZNF394",0.834,0.259294994211051,0.668,0.25929499421105,0.995,0.86,"1","ZNF394","1"
"MAF1",0.832,0.601729720088138,0.664,0.601729720088138,0.98,0.553,"1","MAF1","1"
"DCTPP1",0.831,0.556024613790614,0.662,0.556024613790613,0.984,0.629,"1","DCTPP1","1"
"HIBADH",0.83,0.428867191864208,0.66,0.428867191864208,0.976,0.658,"1","HIBADH","1"
"ALG13",0.829,0.65033063912071,0.658,0.650330639120708,0.986,0.77,"1","ALG13","1"
"NPC1",0.829,0.628191870221908,0.658,0.628191870221908,0.986,0.809,"1","NPC1","1"
"RAB5B",0.828,0.540978892534442,0.656,0.540978892534441,0.958,0.568,"1","RAB5B","1"
"IRAK1",0.828,0.500858372327568,0.656,0.500858372327568,0.986,0.674,"1","IRAK1","1"
"TMEM41B",0.828,0.279111935286731,0.656,0.27911193528673,0.984,0.744,"1","TMEM41B","1"
"AQP1",0.827,2.06517266446199,0.654,2.06517266446199,0.792,0.462,"1","AQP1","1"
"NOL10",0.827,0.291576181609631,0.654,0.291576181609632,0.98,0.669,"1","NOL10","1"
"UTP11",0.827,0.260040517282379,0.654,0.260040517282379,0.989,0.692,"1","UTP11","1"
"PELI2",0.827,0.254957646895181,0.654,0.254957646895181,0.964,0.87,"1","PELI2","1"
"NDRG1",0.825,0.913307102366116,0.65,0.913307102366117,0.995,0.891,"1","NDRG1","1"
"BIK",0.824,0.780864484880556,0.648,0.780864484880556,0.978,0.297,"1","BIK","1"
"COX7A2L",0.824,0.69192600898936,0.648,0.69192600898936,0.976,0.477,"1","COX7A2L","1"
"COPG1",0.823,0.474463986026523,0.646,0.474463986026524,0.886,0.314,"1","COPG1","1"
"STOM",0.822,0.478977876911483,0.644,0.478977876911484,0.995,0.904,"1","STOM","1"
"KHDC4",0.822,0.472627414843571,0.644,0.472627414843571,0.995,0.586,"1","KHDC4","1"
"NDUFS1",0.822,0.469738213867549,0.644,0.469738213867549,0.973,0.375,"1","NDUFS1","1"
"RXYLT1",0.822,0.408265316133485,0.644,0.408265316133485,0.967,0.641,"1","RXYLT1","1"
"SNTB2",0.82,0.301768389257709,0.64,0.301768389257708,0.964,0.72,"1","SNTB2","1"
"SERTAD1",0.816,0.676216421639189,0.632,0.676216421639189,0.986,0.835,"1","SERTAD1","1"
"IL13RA1",0.815,0.729526512059658,0.63,0.729526512059658,0.832,0.35,"1","IL13RA1","1"
"FRYL",0.815,0.340596672469253,0.63,0.340596672469252,0.969,0.74,"1","FRYL","1"
"ABHD11",0.814,0.773282760975636,0.628,0.773282760975634,0.884,0.375,"1","ABHD11","1"
"YIF1A",0.814,0.699961066768663,0.628,0.699961066768663,0.962,0.577,"1","YIF1A","1"
"AC005261.1",0.814,0.358962167667291,0.628,0.358962167667291,0.991,0.567,"1","AC005261.1","1"
"TSC2",0.814,0.30408412194169,0.628,0.30408412194169,0.986,0.481,"1","TSC2","1"
"CD9",0.813,1.21373986364411,0.626,1.21373986364411,0.978,0.647,"1","CD9","1"
"CMPK1",0.813,0.896851588524826,0.626,0.896851588524827,0.989,0.57,"1","CMPK1","1"
"DDIT3",0.813,0.491774926596734,0.626,0.491774926596732,0.984,0.597,"1","DDIT3","1"
"MDK",0.812,1.29780195027102,0.624,1.29780195027102,0.937,0.484,"1","MDK","1"
"KLF10",0.811,0.363920385815675,0.622,0.363920385815676,0.967,0.757,"1","KLF10","1"
"UQCC3",0.81,0.626399375043291,0.62,0.626399375043291,0.949,0.409,"1","UQCC3","1"
"MAN1A2",0.81,0.353587217733646,0.62,0.353587217733646,0.991,0.674,"1","MAN1A2","1"
"CAMK2D",0.81,0.313124499826973,0.62,0.313124499826973,0.987,0.595,"1","CAMK2D","1"
"SPPL3",0.809,0.356401226533409,0.618,0.356401226533409,0.975,0.555,"1","SPPL3","1"
"LRPAP1",0.808,0.793371701198308,0.616,0.793371701198311,0.993,0.672,"1","LRPAP1","1"
"DPP4",0.808,0.364791728271613,0.616,0.364791728271613,0.995,0.53,"1","DPP4","1"
"GLMP",0.808,0.270502994551305,0.616,0.270502994551304,0.913,0.637,"1","GLMP","1"
"MRTO4",0.807,0.275472090899467,0.614,0.275472090899466,0.951,0.56,"1","MRTO4","1"
"FCGRT",0.806,1.032884627618,0.612,1.032884627618,0.942,0.537,"1","FCGRT","1"
"PRKCA",0.805,0.48771957708309,0.61,0.487719577083088,0.984,0.527,"1","PRKCA","1"
"SNHG19",0.804,0.429528761534293,0.608,0.429528761534294,0.953,0.369,"1","SNHG19","1"
"BLVRB",0.803,0.916210789470649,0.606,0.916210789470649,0.986,0.551,"1","BLVRB","1"
"NUMB",0.803,0.400196052281791,0.606,0.400196052281791,0.984,0.569,"1","NUMB","1"
"ARL4A",0.802,0.81908548509986,0.604,0.819085485099858,0.989,0.941,"1","ARL4A","1"
"NUCB1",0.802,0.779632871774825,0.604,0.779632871774824,0.996,0.754,"1","NUCB1","1"
"TSPAN13",0.802,0.671323903129574,0.604,0.671323903129573,0.967,0.456,"1","TSPAN13","1"
"BCAR1",0.802,0.449062942057586,0.604,0.449062942057587,0.799,0.27,"1","BCAR1","1"
"RHEB",0.802,0.372723152967996,0.604,0.372723152967995,0.989,0.725,"1","RHEB","1"
"GRINA",0.802,0.330095469776698,0.604,0.330095469776697,0.96,0.562,"1","GRINA","1"
"IL6R",0.802,0.287677584954153,0.604,0.287677584954152,0.964,0.903,"1","IL6R","1"
"HNRNPM",0.801,0.84139211692032,0.602,0.841392116920319,0.986,0.973,"1","HNRNPM","1"
"ATP2C2",0.801,0.514573729433749,0.602,0.51457372943375,0.29,0.205,"1","ATP2C2","1"
"RNF130",0.8,0.694475592269094,0.6,0.694475592269094,0.987,0.717,"1","RNF130","1"
"BDH1",0.8,0.264424738865396,0.6,0.264424738865396,0.955,0.444,"1","BDH1","1"
"CTTN",0.799,0.787674267035014,0.598,0.787674267035012,0.906,0.442,"1","CTTN","1"
"SAR1B",0.798,0.461156516194464,0.596,0.461156516194466,0.989,0.763,"1","SAR1B","1"
"LAMP2",0.797,0.607290793215596,0.594,0.607290793215596,0.982,0.554,"1","LAMP2","1"
"LTBP4",0.797,0.397406950389537,0.594,0.397406950389537,0.989,0.652,"1","LTBP4","1"
"MEF2D",0.797,0.275087120745206,0.594,0.275087120745205,0.987,0.611,"1","MEF2D","1"
"GOSR2",0.797,0.251237989670534,0.594,0.251237989670534,0.911,0.351,"1","GOSR2","1"
"LTBR",0.796,0.74330196690588,0.592,0.74330196690588,0.938,0.465,"1","LTBR","1"
"SSSCA1",0.796,0.420246117996582,0.592,0.420246117996582,0.984,0.607,"1","SSSCA1","1"
"UGGT1",0.796,0.28996460060382,0.592,0.289964600603819,0.909,0.445,"1","UGGT1","1"
"PCMTD1",0.796,0.251882393855443,0.592,0.251882393855442,0.986,0.794,"1","PCMTD1","1"
"KDELR1",0.795,0.717865934955413,0.59,0.717865934955413,0.995,0.549,"1","KDELR1","1"
"EPN1",0.794,0.682037321923397,0.588,0.682037321923396,0.792,0.357,"1","EPN1","1"
"SRSF6",0.794,0.395299333443412,0.588,0.395299333443413,0.995,0.838,"1","SRSF6","1"
"SF3B3",0.794,0.307571564736547,0.588,0.307571564736547,0.967,0.505,"1","SF3B3","1"
"C1orf21",0.793,0.619262717570669,0.586,0.61926271757067,0.989,0.887,"1","C1orf21","1"
"EIF4H",0.793,0.44017156149841,0.586,0.440171561498409,0.982,0.648,"1","EIF4H","1"
"INPPL1",0.793,0.354850261984112,0.586,0.354850261984111,0.904,0.44,"1","INPPL1","1"
"LPIN3",0.793,0.287288043034673,0.586,0.287288043034673,0.976,0.402,"1","LPIN3","1"
"PLD3",0.792,0.427668311444174,0.584,0.427668311444172,0.947,0.505,"1","PLD3","1"
"GCHFR",0.792,0.314689314075691,0.584,0.314689314075691,0.975,0.767,"1","GCHFR","1"
"CELF1",0.791,0.616787508871834,0.582,0.616787508871834,0.989,0.594,"1","CELF1","1"
"MOB3B",0.791,0.295660764771548,0.582,0.295660764771548,0.982,0.633,"1","MOB3B","1"
"ERBB3",0.79,1.12777214808033,0.58,1.12777214808033,0.879,0.65,"1","ERBB3","1"
"CLDN3",0.79,1.11548667310061,0.58,1.11548667310061,0.875,0.487,"1","CLDN3","1"
"EIF2AK1",0.79,0.464347676295992,0.58,0.464347676295992,0.984,0.663,"1","EIF2AK1","1"
"NORAD",0.789,0.641696609744879,0.578,0.641696609744879,0.991,0.942,"1","NORAD","1"
"AOC1",0.788,0.870675067177982,0.576,0.870675067177982,0.415,0.193,"1","AOC1","1"
"SPG11",0.788,0.315536065611516,0.576,0.315536065611516,0.87,0.437,"1","SPG11","1"
"WAPL",0.787,0.326847129974014,0.574,0.326847129974013,0.996,0.744,"1","WAPL","1"
"FRMD4A",0.787,0.266263937813769,0.574,0.266263937813769,0.888,0.597,"1","FRMD4A","1"
"FUNDC2",0.786,0.326758028031058,0.572,0.326758028031058,0.984,0.687,"1","FUNDC2","1"
"THUMPD3-AS1",0.785,0.426249063038433,0.57,0.426249063038433,0.991,0.774,"1","THUMPD3-AS1","1"
"NONO",0.784,0.522057837193504,0.568,0.522057837193504,0.991,0.786,"1","NONO","1"
"CLMN",0.784,0.433941263964347,0.568,0.433941263964347,0.851,0.433,"1","CLMN","1"
"HIST1H2BG",0.783,0.454032680007578,0.566,0.454032680007578,0.868,0.437,"1","HIST1H2BG","1"
"HSD17B11",0.782,0.657282347753637,0.564,0.657282347753638,0.971,0.546,"1","HSD17B11","1"
"BAIAP2L1",0.782,0.301373862063601,0.564,0.301373862063601,0.991,0.379,"1","BAIAP2L1","1"
"NDUFB9",0.781,0.747287709283943,0.562,0.747287709283944,0.986,0.76,"1","NDUFB9","1"
"WIPF2",0.781,0.382454729919405,0.562,0.382454729919406,0.989,0.701,"1","WIPF2","1"
"FXYD3",0.78,1.19944542546636,0.56,1.19944542546636,0.784,0.617,"1","FXYD3","1"
"CYSTM1",0.78,0.970252619862349,0.56,0.970252619862348,0.953,0.833,"1","CYSTM1","1"
"CTNND1",0.78,0.653410643212455,0.56,0.653410643212457,0.85,0.415,"1","CTNND1","1"
"HINT3",0.779,0.253112306344191,0.558,0.253112306344191,0.962,0.706,"1","HINT3","1"
"ADD3",0.776,0.815534412567848,0.552,0.815534412567848,0.995,0.87,"1","ADD3","1"
"SLC52A2",0.776,0.597582395247399,0.552,0.597582395247399,0.928,0.557,"1","SLC52A2","1"
"PAWR",0.776,0.560219602185313,0.552,0.560219602185311,0.904,0.486,"1","PAWR","1"
"ABI1",0.776,0.260277969473356,0.552,0.260277969473356,0.98,0.815,"1","ABI1","1"
"LDLR",0.775,0.604938139095766,0.55,0.604938139095764,0.989,0.737,"1","LDLR","1"
"POMGNT1",0.775,0.271439272486895,0.55,0.271439272486895,0.848,0.537,"1","POMGNT1","1"
"PCGF3",0.774,0.350519405189219,0.548,0.350519405189219,0.824,0.343,"1","PCGF3","1"
"PPFIA1",0.773,0.861252238821143,0.546,0.861252238821142,0.928,0.561,"1","PPFIA1","1"
"TFAM",0.773,0.278736781675705,0.546,0.278736781675705,0.989,0.855,"1","TFAM","1"
"YBX3",0.772,0.786815643989646,0.544,0.786815643989646,0.986,0.576,"1","YBX3","1"
"CHD2",0.772,0.455572148830573,0.544,0.455572148830574,0.996,0.893,"1","CHD2","1"
"SERINC1",0.772,0.406031712965397,0.544,0.406031712965397,0.995,0.92,"1","SERINC1","1"
"AKAP8L",0.772,0.386951916193338,0.544,0.386951916193338,0.971,0.502,"1","AKAP8L","1"
"SPIRE2",0.772,0.290969747975613,0.544,0.290969747975613,0.328,0.251,"1","SPIRE2","1"
"RNF19B",0.772,0.285178981464553,0.544,0.285178981464553,0.989,0.91,"1","RNF19B","1"
"DNM1L",0.771,0.303252643392495,0.542,0.303252643392495,0.993,0.739,"1","DNM1L","1"
"LLGL2",0.769,0.832559072005264,0.538,0.832559072005265,0.833,0.505,"1","LLGL2","1"
"TMEM164",0.769,0.5226974497728,0.538,0.522697449772799,0.987,0.561,"1","TMEM164","1"
"PRRG4",0.768,0.300167872383466,0.536,0.300167872383467,0.819,0.345,"1","PRRG4","1"
"EPCAM",0.767,0.778782682343372,0.534,0.778782682343374,0.895,0.538,"1","EPCAM","1"
"QARS",0.767,0.274914148557629,0.534,0.274914148557629,0.931,0.364,"1","QARS","1"
"RIF1",0.766,0.537187546157868,0.532,0.537187546157868,0.984,0.68,"1","RIF1","1"
"TCAF1",0.766,0.425134639739306,0.532,0.425134639739306,0.775,0.382,"1","TCAF1","1"
"PRKAG1",0.766,0.267329600254096,0.532,0.267329600254096,0.92,0.509,"1","PRKAG1","1"
"ALDH2",0.765,0.788764945041172,0.53,0.788764945041173,0.832,0.495,"1","ALDH2","1"
"SFN",0.765,0.654749538452064,0.53,0.654749538452065,0.962,0.383,"1","SFN","1"
"TRIP10",0.765,0.400035447569716,0.53,0.400035447569716,0.938,0.548,"1","TRIP10","1"
"CHMP5",0.765,0.327219030273921,0.53,0.32721903027392,0.986,0.643,"1","CHMP5","1"
"NBR1",0.765,0.326940200903184,0.53,0.326940200903184,0.98,0.65,"1","NBR1","1"
"PHIP",0.764,0.640261068465022,0.528,0.640261068465022,0.953,0.55,"1","PHIP","1"
