"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","cluster","gene","maxcell"
"DNAJC2",0.703,0.31539698108181,0.406,0.315396981081811,0.86,0.548,"5","DNAJC2","5"
"MIR222HG",0.702,0.532318435874956,0.404,0.532318435874955,0.845,0.665,"5","MIR222HG","5"
"WTAP",0.702,0.527172943224933,0.404,0.527172943224931,0.83,0.73,"5","WTAP","5"
"SEMA3E",0.702,0.467462834180515,0.404,0.467462834180515,0.705,0.498,"5","SEMA3E","5"
"RPGR",0.702,0.327591557758104,0.404,0.327591557758103,0.835,0.563,"5","RPGR","5"
"ELF1",0.701,0.477203933486962,0.402,0.477203933486961,0.93,0.808,"5","ELF1","5"
"ARF4",0.701,0.380038818422299,0.402,0.380038818422298,0.88,0.618,"5","ARF4","5"
"SELE",0.814,1.51376068481435,0.628,1.51376068481435,0.83,0.23,"5","SELE","5"
"TM4SF1",0.814,0.941466953974743,0.628,0.941466953974743,0.975,0.799,"5","TM4SF1","5"
"HMOX1",0.775,1.55157407438131,0.55,1.55157407438131,0.7,0.19,"5","HMOX1","5"
"TPT1",0.759,0.610668239866685,0.518,0.610668239866688,0.99,0.968,"5","TPT1","5"
"EMP1",0.753,0.742559028265086,0.506,0.742559028265087,0.96,0.759,"5","EMP1","5"
"C71",0.748,0.849215985156367,0.496,0.849215985156366,0.69,0.186,"5","C7","5"
"S100A10",0.747,0.749125712626015,0.494,0.749125712626016,0.945,0.736,"5","S100A10","5"
"NFATC2",0.737,0.850217638434764,0.474,0.850217638434764,0.635,0.173,"5","NFATC2","5"
"LDHA",0.734,0.623914247193121,0.468,0.623914247193122,0.87,0.578,"5","LDHA","5"
"VIM",0.733,0.512016953205354,0.466,0.512016953205352,0.98,0.943,"5","VIM","5"
"DSTN",0.719,0.631024797332602,0.438,0.631024797332603,0.88,0.649,"5","DSTN","5"
"BZW1",0.718,0.559786658998303,0.436,0.559786658998304,0.83,0.467,"5","BZW1","5"
"INSIG1",0.715,0.597071048948348,0.43,0.597071048948349,0.74,0.333,"5","INSIG1","5"
"HAPLN3",0.714,0.685353711889754,0.428,0.685353711889755,0.64,0.222,"5","HAPLN3","5"
"ENO1",0.714,0.550346439627203,0.428,0.550346439627203,0.845,0.469,"5","ENO1","5"
"TOP1",0.712,0.572942338316347,0.424,0.572942338316347,0.815,0.488,"5","TOP1","5"
"USP12",0.712,0.487275778307731,0.424,0.487275778307731,0.74,0.317,"5","USP12","5"
"TXNRD1",0.71,0.845888557148822,0.42,0.845888557148822,0.595,0.2,"5","TXNRD1","5"
"TSPAN7",0.708,0.594233043368121,0.416,0.594233043368121,0.715,0.313,"5","TSPAN7","5"
"GAPDH",0.708,0.47366607535493,0.416,0.473666075354933,0.935,0.794,"5","GAPDH","5"
"HIF1A",0.707,0.531147963528422,0.414,0.531147963528421,0.865,0.552,"5","HIF1A","5"
"SGMS2",0.706,0.849868061056563,0.412,0.849868061056562,0.48,0.071,"5","SGMS2","5"
"DLC1",0.706,0.544340022302648,0.412,0.544340022302648,0.865,0.549,"5","DLC1","5"
"CHMP4B",0.706,0.542747548318248,0.412,0.542747548318249,0.64,0.241,"5","CHMP4B","5"
"SAMD4A",0.704,0.695992933470731,0.408,0.695992933470732,0.56,0.158,"5","SAMD4A","5"
"CCL14",0.704,0.673124221631039,0.408,0.673124221631038,0.585,0.163,"5","CCL14","5"
"RAN",0.704,0.616695512767954,0.408,0.616695512767954,0.78,0.468,"5","RAN","5"
"SERBP1",0.704,0.525340028176786,0.408,0.525340028176786,0.845,0.579,"5","SERBP1","5"
"ATP1A1",0.703,0.500836580576324,0.406,0.500836580576324,0.91,0.666,"5","ATP1A1","5"
"NRIP1",0.701,0.629720677783386,0.402,0.629720677783386,0.68,0.284,"5","NRIP1","5"
"ABL2",0.701,0.539364504978798,0.402,0.5393645049788,0.83,0.488,"5","ABL2","5"
